iso,SID,P_2019,GR_SID,area
vnm,8131,5259,461,9949
vnm,8120,8753,461,4312
vnm,8127,11697,461,9390
vnm,8121,7789,461,3120
vnm,8224,6622,468,21360
vnm,8221,4292,468,5222
vnm,8227,3868,468,3093
vnm,8222,4042,468,13372
vnm,8226,11874,468,3637
vnm,8228,9181,468,2446
vnm,8225,3174,468,31825
vnm,8223,5395,468,5709
vnm,8220,7976,468,16103
vnm,8086,2572,458,2291
vnm,8075,3837,458,40513
vnm,8081,1347,458,15050
vnm,8080,5353,458,4389
vnm,8073,15866,458,2107
vnm,8074,1556,458,20765
vnm,8084,4293,458,4586
vnm,8085,3156,458,4865
vnm,8077,5453,458,37508
vnm,8079,3027,458,16596
vnm,8082,3663,458,4170
vnm,8078,5305,458,13681
vnm,8076,3992,458,39725
vnm,8083,5655,458,12395
vnm,8146,5398,463,10493
vnm,8156,4435,463,16796
vnm,8145,3232,463,13010
vnm,8150,2940,463,16339
vnm,8152,1989,463,21570
vnm,8154,2310,463,6716
vnm,8151,2236,463,18021
vnm,8148,1489,463,9349
vnm,8144,10331,463,2946
vnm,8147,3776,463,6319
vnm,8149,4128,463,24681
vnm,8155,2126,463,5144
vnm,8157,5544,463,15259
vnm,8153,2304,463,5253
vnm,8253,6992,469,18210
vnm,8250,7292,469,8391
vnm,8257,5327,469,8462
vnm,8259,6681,469,24467
vnm,8251,4476,469,14695
vnm,8255,5158,469,15541
vnm,8252,4211,469,12944
vnm,8256,6286,469,17494
vnm,8248,5627,469,23269
vnm,8249,7417,469,12603
vnm,8260,3619,469,11274
vnm,8254,6358,469,2782
vnm,8247,11860,469,2483
vnm,8258,4811,469,17508
vnm,8133,8041,462,10776
vnm,8138,5911,462,6046
vnm,8134,2751,462,13157
vnm,8135,3600,462,6201
vnm,8143,2726,462,8839
vnm,8137,4618,462,4416
vnm,8141,4268,462,10680
vnm,8142,6150,462,23974
vnm,8132,10019,462,2038
vnm,8140,6140,462,7283
vnm,8139,5224,462,19900
vnm,8235,5488,470,2847
vnm,8240,4680,470,2344
vnm,8234,4857,470,8226
vnm,8236,7338,470,4022
vnm,8241,7832,470,7927
vnm,8239,5152,470,2172
vnm,8238,8255,470,11331
vnm,8237,9269,470,14251
vnm,8244,5406,470,4335
vnm,8231,20068,470,1560
vnm,8058,11045,455,1290
vnm,8054,8607,455,2058
vnm,8052,8209,455,1578
vnm,8057,10212,455,1732
vnm,8053,2725,455,1251
vnm,8048,7502,455,394
vnm,8040,10268,455,172
vnm,8059,4170,455,1999
vnm,8061,4583,455,6960
vnm,8043,11748,455,530
vnm,8042,9101,455,90
vnm,8045,16231,455,623
vnm,8060,4224,455,4088
vnm,8041,17605,455,848
vnm,8044,17022,455,528
vnm,8055,5548,455,879
vnm,8046,8656,455,179
vnm,8050,13885,455,780
vnm,8047,11176,455,815
vnm,8049,15365,455,546
vnm,8056,5320,455,1618
vnm,8039,16875,455,209
vnm,8051,19462,455,1507
vnm,3757,4319,211,527
vnm,3764,11050,211,1053
vnm,3758,6978,211,894
vnm,3750,5464,211,767
vnm,3748,2891,211,230
vnm,3747,4859,211,62
vnm,3753,6893,211,608
vnm,3761,7029,211,782
vnm,3756,6045,211,868
vnm,3754,6631,211,759
vnm,3762,5577,211,848
vnm,3759,9833,211,753
vnm,3763,6982,211,929
vnm,3755,7188,211,974
vnm,3751,5373,211,290
vnm,3752,9432,211,1060
vnm,3749,4413,211,476
vnm,3738,6971,210,804
vnm,3744,5258,210,463
vnm,3746,4669,210,439
vnm,3745,7709,210,730
vnm,3728,2189,210,61
vnm,3731,7970,210,927
vnm,3730,6686,210,733
vnm,3743,11850,210,592
vnm,3737,2559,210,210
vnm,3732,8411,210,673
vnm,3735,8162,210,596
vnm,3741,8281,210,697
vnm,3736,7354,210,819
vnm,3739,6151,210,598
vnm,3729,14278,210,917
vnm,3740,12053,210,1128
vnm,3733,8998,210,833
vnm,3742,13049,210,1013
vnm,3734,4147,210,557
vnm,3631,5482,205,1231
vnm,3619,5419,205,3447
vnm,3617,5521,205,2466
vnm,3625,6306,205,886
vnm,3623,16489,205,3233
vnm,3627,11488,205,1404
vnm,3632,7607,205,1101
vnm,3618,3041,205,3471
vnm,3624,7191,205,1161
vnm,3622,6809,205,1792
vnm,3620,5812,205,1163
vnm,3621,10096,205,3149
vnm,3630,3757,205,404
vnm,3615,18206,205,1430
vnm,3616,21339,205,570
vnm,3633,8113,205,1055
vnm,3629,6711,205,940
vnm,3626,10097,205,1684
vnm,3628,8967,205,1729
vnm,3787,6085,212,529
vnm,3789,5295,212,618
vnm,3784,5831,212,558
vnm,3773,5526,212,481
vnm,3777,6064,212,579
vnm,3765,14223,212,670
vnm,3778,5292,212,399
vnm,3775,5206,212,428
vnm,3771,8371,212,581
vnm,3782,7481,212,624
vnm,3781,7823,212,954
vnm,3779,6650,212,709
vnm,3767,10125,212,1047
vnm,3788,4356,212,425
vnm,3783,5853,212,593
vnm,3774,3146,212,256
vnm,3786,5539,212,483
vnm,3776,4268,212,334
vnm,3785,6605,212,541
vnm,3768,9065,212,708
vnm,3780,6713,212,618
vnm,3770,2850,212,251
vnm,3772,7335,212,516
vnm,3652,12335,204,1029
vnm,3653,4402,204,442
vnm,3601,19149,204,203
vnm,3600,10666,204,255
vnm,3612,19395,204,334
vnm,3611,7995,204,80
vnm,3656,10029,204,840
vnm,3602,16554,204,291
vnm,3605,8028,204,69
vnm,3603,8029,204,240
vnm,3606,11023,204,86
vnm,3604,11221,204,80
vnm,3613,15987,204,850
vnm,3610,18208,204,345
vnm,3769,8195,204,631
vnm,3766,10428,204,586
vnm,3609,22055,204,293
vnm,3655,2907,204,256
vnm,3607,4531,204,37
vnm,3608,5976,204,49
vnm,3614,9918,204,714
vnm,3698,4738,208,485
vnm,3697,3673,208,332
vnm,3686,6084,208,484
vnm,3684,5993,208,414
vnm,3702,8600,208,826
vnm,3700,6150,208,506
vnm,3692,6918,208,556
vnm,3696,7409,208,791
vnm,3695,3461,208,327
vnm,3693,7927,208,539
vnm,3694,9011,208,851
vnm,3689,9534,208,967
vnm,3683,6165,208,526
vnm,3701,6463,208,849
vnm,3691,7632,208,804
vnm,3682,6056,208,237
vnm,3690,4413,208,388
vnm,3699,5887,208,575
vnm,3685,6403,208,581
vnm,3688,8662,208,844
vnm,3687,3600,208,446
vnm,3676,9534,207,956
vnm,3673,5701,207,672
vnm,3658,5422,207,806
vnm,3664,6793,207,856
vnm,3680,9242,207,641
vnm,3677,6697,207,400
vnm,3668,6502,207,1180
vnm,3674,8318,207,795
vnm,3661,3355,207,409
vnm,3657,8498,207,396
vnm,3672,6500,207,686
vnm,3660,6659,207,1242
vnm,3678,5509,207,428
vnm,3681,8389,207,683
vnm,3666,13670,207,1346
vnm,3669,3745,207,450
vnm,3670,10117,207,945
vnm,3667,6165,207,761
vnm,3665,4473,207,539
vnm,3659,6920,207,792
vnm,3663,4218,207,630
vnm,3679,7130,207,432
vnm,3671,6745,207,692
vnm,3675,6757,207,835
vnm,3642,7741,206,748
vnm,3647,7238,206,758
vnm,3644,5934,206,642
vnm,3645,9824,206,1118
vnm,3651,7939,206,853
vnm,3650,5538,206,561
vnm,3637,7632,206,783
vnm,3638,6708,206,664
vnm,3654,4783,206,654
vnm,3641,4475,206,537
vnm,3649,5458,206,417
vnm,3635,5675,206,495
vnm,3634,11752,206,572
vnm,3636,4949,206,583
vnm,3643,5912,206,470
vnm,3648,4175,206,485
vnm,3640,7935,206,753
vnm,3646,6274,206,864
vnm,3639,4970,206,385
vnm,3819,6186,214,492
vnm,3823,4428,214,565
vnm,3833,5905,214,602
vnm,3828,4807,214,676
vnm,3837,3232,214,401
vnm,3821,6016,214,701
vnm,3840,6451,214,685
vnm,3842,4568,214,557
vnm,3836,4168,214,507
vnm,3841,5583,214,625
vnm,3829,4245,214,485
vnm,3843,3384,214,429
vnm,3839,4588,214,546
vnm,3835,6451,214,615
vnm,3820,9913,214,873
vnm,3817,6076,214,190
vnm,3832,6319,214,763
vnm,3822,2079,214,313
vnm,3826,4162,214,247
vnm,3830,2703,214,424
vnm,3818,3340,214,364
vnm,3825,8783,214,511
vnm,3831,8158,214,996
vnm,3834,3576,214,460
vnm,3824,3582,214,490
vnm,3844,4756,214,464
vnm,3838,4245,214,501
vnm,3827,6920,214,892
vnm,3807,8272,213,1097
vnm,3796,5404,213,510
vnm,3812,5912,213,636
vnm,3793,6635,213,659
vnm,3805,6805,213,499
vnm,3802,5534,213,572
vnm,3800,3245,213,413
vnm,3815,8071,213,1060
vnm,3816,5656,213,872
vnm,3794,10726,213,842
vnm,3792,3633,213,378
vnm,3808,10735,213,1402
vnm,3795,4110,213,414
vnm,3791,7302,213,564
vnm,3814,10089,213,1005
vnm,3811,4352,213,515
vnm,3806,4468,213,390
vnm,3804,5991,213,732
vnm,3799,7039,213,786
vnm,3810,8198,213,966
vnm,3790,7523,213,504
vnm,3797,3523,213,577
vnm,3798,4053,213,441
vnm,3803,8807,213,783
vnm,3801,4179,213,539
vnm,3813,6515,213,807
vnm,3809,8432,213,1029
vnm,3718,2822,209,349
vnm,3708,7264,209,740
vnm,3704,9382,209,935
vnm,3722,3635,209,383
vnm,3713,7073,209,878
vnm,3720,7209,209,830
vnm,3706,9719,209,1016
vnm,3712,6710,209,745
vnm,3707,9352,209,832
vnm,3709,5269,209,576
vnm,3724,4564,209,588
vnm,3726,5147,209,620
vnm,3714,12274,209,916
vnm,3725,7053,209,948
vnm,3703,8179,209,599
vnm,3715,6056,209,469
vnm,3710,5995,209,931
vnm,3721,7433,209,762
vnm,3719,4940,209,629
vnm,3716,4015,209,556
vnm,3717,4692,209,731
vnm,3711,12005,209,1152
vnm,3723,2369,209,288
vnm,3705,4655,209,620
vnm,3727,4356,209,575
vnm,3858,5972,215,675
vnm,3859,7411,215,647
vnm,3860,5145,215,590
vnm,3862,3004,215,371
vnm,3853,7411,215,849
vnm,3849,8309,215,678
vnm,3850,8863,215,1140
vnm,3856,3725,215,342
vnm,3852,7191,215,810
vnm,3854,7337,215,1103
vnm,3848,8339,215,1202
vnm,3857,8771,215,1006
vnm,3847,7511,215,594
vnm,3855,11304,215,1061
vnm,3851,7557,215,860
vnm,3861,7885,215,824
vnm,3845,9643,215,698
vnm,3846,6065,215,619
vnm,3863,4661,215,366
vnm,3978,35027,224,752
vnm,3964,8167,224,217
vnm,3971,11486,224,882
vnm,3967,11546,224,964
vnm,3970,11600,224,675
vnm,3972,8585,224,497
vnm,3966,17068,224,1187
vnm,3975,8680,224,623
vnm,3976,11806,224,628
vnm,3968,12804,224,1106
vnm,3979,11476,224,790
vnm,3974,6581,224,602
vnm,3965,10588,224,753
vnm,3973,11170,224,485
vnm,3977,7796,224,750
vnm,3969,10300,224,506
vnm,3980,4587,225,148
vnm,3988,8231,225,588
vnm,3995,6150,225,598
vnm,3996,9127,225,675
vnm,3984,8721,225,735
vnm,3981,10464,225,1222
vnm,3994,6781,225,746
vnm,3993,12199,225,952
vnm,3987,10042,225,885
vnm,3985,6497,225,630
vnm,3986,8734,225,656
vnm,3990,7198,225,564
vnm,3992,7783,225,869
vnm,3991,12879,225,893
vnm,3989,8040,225,435
vnm,3982,9457,225,804
vnm,3983,5407,225,492
vnm,11159,611,230,118
vnm,4075,11898,229,1135
vnm,4076,6014,229,141
vnm,4078,1318,229,390
vnm,4082,697,229,5018
vnm,4083,385,229,1016
vnm,4079,1696,229,61
vnm,4077,2291,229,292
vnm,4081,2010,229,1987
vnm,4084,1747,229,4213
vnm,4080,2464,229,203
vnm,4085,317,229,3023
vnm,4086,877,229,903
vnm,3926,9419,221,624
vnm,4016,8187,221,623
vnm,3925,6358,221,542
vnm,3922,7916,221,204
vnm,3921,6203,221,799
vnm,3923,3928,221,237
vnm,3924,5469,221,225
vnm,4000,10544,222,728
vnm,3998,10424,222,595
vnm,4001,7505,222,289
vnm,4006,13451,222,1139
vnm,3999,12982,222,783
vnm,4017,4728,222,304
vnm,3909,14140,219,62
vnm,3907,19529,219,391
vnm,3905,25383,219,274
vnm,3903,25196,219,475
vnm,3904,11505,219,2327
vnm,3908,9851,219,328
vnm,3906,15544,219,333
vnm,3910,10361,219,744
vnm,3868,11818,216,82
vnm,3872,3065,216,30
vnm,3865,13977,216,424
vnm,3869,4629,216,83
vnm,3874,2375,216,7
vnm,3873,3712,216,11
vnm,3864,11134,216,264
vnm,3871,3910,216,18
vnm,3866,16407,216,323
vnm,3867,13078,216,123
vnm,3870,10013,216,34
vnm,3914,10671,220,246
vnm,3913,11765,220,377
vnm,3912,15503,220,160
vnm,3915,10768,220,423
vnm,3916,10152,220,332
vnm,3919,9169,220,274
vnm,3911,9669,220,146
vnm,3917,13555,220,140
vnm,3920,9668,220,407
vnm,3918,14323,220,437
vnm,4005,7220,226,618
vnm,4021,10416,226,565
vnm,4013,7379,226,424
vnm,4019,9016,226,674
vnm,4002,7336,226,537
vnm,4009,4828,226,365
vnm,4004,9075,226,642
vnm,4008,9711,226,579
vnm,4012,8511,226,604
vnm,4014,8259,226,607
vnm,4007,6846,226,781
vnm,3997,3515,226,80
vnm,4015,7126,226,552
vnm,4018,8842,226,682
vnm,4011,6474,226,391
vnm,4003,8354,226,546
vnm,4010,5364,226,386
vnm,4020,10918,226,553
vnm,3889,9030,218,34
vnm,3891,9434,218,26
vnm,3888,7416,218,29
vnm,3897,11784,218,51
vnm,3895,10805,218,31
vnm,3900,32235,218,165
vnm,3893,12314,218,43
vnm,3896,14211,218,47
vnm,3901,18565,218,159
vnm,3890,10990,218,39
vnm,3899,15164,218,65
vnm,3898,13771,218,55
vnm,3894,7859,218,35
vnm,3892,10292,218,37
vnm,3902,32214,218,460
vnm,3883,5119,217,17
vnm,3878,15552,217,55
vnm,3885,22376,217,199
vnm,3887,5916,217,29
vnm,3882,20837,217,212
vnm,3881,9545,217,32
vnm,3879,9268,217,43
vnm,3886,8106,217,77
vnm,3884,7388,217,23
vnm,3880,5664,217,39
vnm,3875,19647,217,220
vnm,3876,10891,217,116
vnm,3877,19102,217,124
vnm,3948,14150,223,698
vnm,3930,6227,223,666
vnm,3943,9881,223,584
vnm,3940,9902,223,760
vnm,3945,6694,223,503
vnm,3963,8533,223,660
vnm,3936,5326,223,551
vnm,3935,4146,223,719
vnm,3942,8005,223,588
vnm,3946,12451,223,793
vnm,3961,10896,223,638
vnm,3959,7860,223,541
vnm,3931,9975,223,988
vnm,3941,10459,223,779
vnm,3955,11779,223,564
vnm,3929,9980,223,1187
vnm,3954,12123,223,727
vnm,3960,5615,223,480
vnm,3932,10834,223,1579
vnm,3934,2709,223,404
vnm,3933,11464,223,1047
vnm,3944,6481,223,387
vnm,3928,11546,223,1283
vnm,3937,10934,223,1109
vnm,3950,12282,223,681
vnm,3927,4926,223,130
vnm,3953,7202,223,377
vnm,3951,6924,223,457
vnm,3938,5763,223,521
vnm,3939,9253,223,664
vnm,3952,6971,223,560
vnm,3962,11481,223,475
vnm,3956,11442,223,627
vnm,3958,12564,223,594
vnm,3957,8353,223,406
vnm,3949,10565,223,826
vnm,3947,6053,223,409
vnm,4033,5718,227,446
vnm,4038,6218,227,497
vnm,4030,6256,227,717
vnm,4023,6144,227,754
vnm,4032,7454,227,832
vnm,4042,7198,227,1049
vnm,4040,10411,227,939
vnm,4028,5666,227,603
vnm,4031,9977,227,1391
vnm,4039,5219,227,513
vnm,4034,10362,227,1008
vnm,4027,4396,227,487
vnm,4025,5987,227,728
vnm,4041,4213,227,517
vnm,4024,6155,227,623
vnm,4043,2966,227,423
vnm,4022,14556,227,723
vnm,4037,7171,227,1155
vnm,4036,6807,227,820
vnm,4029,5465,227,706
vnm,4026,3019,227,447
vnm,4035,3780,227,509
vnm,4044,7795,227,1210
vnm,4055,6862,228,720
vnm,4072,4542,228,399
vnm,4070,6472,228,764
vnm,4071,7252,228,878
vnm,4062,6497,228,777
vnm,4046,8711,228,886
vnm,4047,7736,228,880
vnm,4053,5341,228,666
vnm,4067,7375,228,1074
vnm,4060,3561,228,493
vnm,4054,6374,228,681
vnm,4064,5484,228,774
vnm,4065,5250,228,595
vnm,4058,5394,228,486
vnm,4066,6651,228,687
vnm,4059,4304,228,626
vnm,4056,5925,228,831
vnm,4057,5666,228,573
vnm,4048,6837,228,767
vnm,4063,4019,228,631
vnm,4068,5610,228,646
vnm,4074,6713,228,1001
vnm,4049,7032,228,806
vnm,4050,8000,228,794
vnm,4051,7412,228,832
vnm,4045,8215,228,372
vnm,4052,3758,228,473
vnm,4069,3091,228,460
vnm,4061,7034,228,787
vnm,4073,3491,228,328
vnm,10835,10021,680,1690
vnm,10839,10471,680,2435
vnm,10840,10136,680,1965
vnm,10833,10778,680,1326
vnm,10838,11970,680,1558
vnm,10832,9532,680,1201
vnm,10834,4062,680,912
vnm,10836,10619,680,2038
vnm,10837,10104,680,2045
vnm,10824,9297,679,1327
vnm,10830,10431,679,848
vnm,10820,6572,679,881
vnm,10827,9470,679,1794
vnm,10828,8539,679,1295
vnm,10823,10024,679,2593
vnm,10831,15683,679,1675
vnm,10829,10411,679,2067
vnm,10826,9461,679,3261
vnm,10825,6696,679,2575
vnm,10883,8910,683,3459
vnm,10882,7766,683,3444
vnm,10878,9474,683,3396
vnm,10877,8476,683,2739
vnm,10879,11136,683,3517
vnm,10880,10395,683,4576
vnm,10881,6831,683,3010
vnm,10884,13350,683,5633
vnm,10870,8585,684,1454
vnm,10871,4652,684,2189
vnm,10875,8271,684,3092
vnm,10873,6861,684,2326
vnm,10874,6918,684,2282
vnm,10876,7001,684,3375
vnm,10868,11146,684,1345
vnm,10869,3641,684,339
vnm,10872,4940,684,1168
vnm,10847,11485,678,2563
vnm,10822,7850,678,1419
vnm,10821,9505,678,1311
vnm,10819,9174,678,1074
vnm,10818,9567,678,489
vnm,10848,8028,678,1717
vnm,10844,8348,681,2725
vnm,10855,5946,681,1250
vnm,10842,7697,681,1676
vnm,10853,15552,681,6126
vnm,10851,15344,681,5691
vnm,10850,16669,681,5789
vnm,10841,7763,681,1515
vnm,10846,15464,681,3019
vnm,10849,8339,681,2143
vnm,10852,13397,681,6622
vnm,10856,7953,681,3406
vnm,10843,19903,681,4475
vnm,10857,12911,681,2554
vnm,10854,13462,681,5289
vnm,10845,18034,681,3969
vnm,10815,6586,677,1976
vnm,10817,4140,677,2571
vnm,10809,5453,677,74
vnm,10810,10514,677,1578
vnm,10811,12456,677,898
vnm,10816,6922,677,2103
vnm,10812,7125,677,890
vnm,10814,10810,677,2631
vnm,10813,7735,677,677
vnm,10858,6258,682,591
vnm,10867,7609,682,2445
vnm,10865,13355,682,3447
vnm,10861,8511,682,2344
vnm,10866,8536,682,2307
vnm,10860,7515,682,2145
vnm,10859,8156,682,2624
vnm,10862,7665,682,2646
vnm,10863,10816,682,3836
vnm,10864,10897,682,3840
vnm,9515,21036,575,661
vnm,9519,27578,575,954
vnm,9513,86670,575,1106
vnm,9509,12250,575,2031
vnm,9517,24558,575,1398
vnm,9516,25553,575,1408
vnm,9510,40589,575,4049
vnm,9506,33297,575,3078
vnm,9514,36926,575,1414
vnm,9520,14116,575,721
vnm,9512,60432,575,1295
vnm,9511,27778,575,2554
vnm,9518,24220,575,990
vnm,9505,22379,575,921
vnm,9507,124346,575,2308
vnm,9508,121244,575,2062
vnm,9460,84353,571,533
vnm,9461,32208,571,137
vnm,9452,84638,571,537
vnm,9453,123594,571,505
vnm,9454,88563,571,861
vnm,9455,82747,571,348
vnm,9456,73689,571,548
vnm,9457,63195,571,513
vnm,9458,74646,571,587
vnm,9459,73784,571,1366
vnm,9288,12397,559,29
vnm,9276,31452,559,88
vnm,9279,36530,559,126
vnm,9275,36048,559,235
vnm,9285,11049,559,40
vnm,9286,24839,559,60
vnm,9290,23087,559,64
vnm,9293,19923,559,35
vnm,9287,17491,559,39
vnm,9291,23030,559,44
vnm,9292,49679,559,153
vnm,9283,24333,559,70
vnm,9280,42500,559,176
vnm,9278,41871,559,138
vnm,9277,21567,559,49
vnm,9294,16699,559,421
vnm,9289,22469,559,50
vnm,9281,16289,559,45
vnm,9284,10222,559,33
vnm,9282,14480,559,49
vnm,9531,13076,577,7648
vnm,9529,20781,577,1771
vnm,9528,10791,577,1415
vnm,9533,10214,577,10042
vnm,9534,5147,577,6782
vnm,9530,5452,577,9690
vnm,9532,3865,577,7101
vnm,9476,17527,573,3345
vnm,9474,10928,573,2758
vnm,9490,37033,573,2759
vnm,9472,22804,573,451
vnm,9488,17614,573,1016
vnm,9477,13494,573,2507
vnm,9478,9396,573,2731
vnm,9479,24830,573,2471
vnm,9473,7264,573,2765
vnm,9483,13468,573,2270
vnm,9482,17327,573,1795
vnm,9485,20798,573,1911
vnm,9484,30821,573,3493
vnm,9491,43033,573,3545
vnm,9489,44937,573,3111
vnm,9487,16802,573,1379
vnm,9492,42081,573,1957
vnm,9486,13188,573,2802
vnm,9481,26785,573,2155
vnm,9480,14695,573,1976
vnm,9475,12450,573,2743
vnm,9270,21860,558,69
vnm,9266,47114,558,197
vnm,9273,55902,558,145
vnm,9264,60276,558,162
vnm,9260,24173,558,82
vnm,9265,48343,558,220
vnm,9259,37684,558,142
vnm,9263,54329,558,151
vnm,9261,54511,558,131
vnm,9274,55389,558,169
vnm,9269,20447,558,45
vnm,9267,55582,558,169
vnm,9262,33515,558,168
vnm,9268,34986,558,117
vnm,9272,32633,558,140
vnm,9271,34508,558,96
vnm,9504,85459,574,847
vnm,9496,70965,574,1474
vnm,9493,17956,574,201
vnm,9495,14581,574,889
vnm,9494,33505,574,1319
vnm,9497,29996,574,1961
vnm,9500,28817,574,328
vnm,9498,80671,574,1058
vnm,9502,35285,574,216
vnm,9501,34201,574,357
vnm,9499,35409,574,1721
vnm,9503,72382,574,2183
vnm,9527,20037,576,2367
vnm,9526,14652,576,996
vnm,9521,45225,576,470
vnm,9524,26166,576,1025
vnm,9525,31979,576,606
vnm,9522,52551,576,1309
vnm,9523,14719,576,334
vnm,9326,10261,562,21
vnm,9330,9338,562,40
vnm,9331,8802,562,28
vnm,9334,6327,562,18
vnm,9335,7660,562,13
vnm,9333,6767,562,17
vnm,9329,10509,562,30
vnm,9332,7727,562,14
vnm,9327,11471,562,33
vnm,9325,7700,562,21
vnm,9321,11359,562,31
vnm,9322,15405,562,38
vnm,9324,22837,562,48
vnm,9328,7897,562,34
vnm,9323,18088,562,172
vnm,9215,10412,554,235
vnm,9216,11531,554,110
vnm,9222,13511,554,33
vnm,9219,10586,554,20
vnm,9220,11371,554,39
vnm,9214,14613,554,107
vnm,9221,20161,554,91
vnm,9217,9555,554,44
vnm,9218,15035,554,59
vnm,9213,22710,554,53
vnm,9368,14165,565,26
vnm,9366,11061,565,23
vnm,9365,9203,565,24
vnm,9364,24150,565,155
vnm,9362,25418,565,54
vnm,9363,32478,565,154
vnm,9361,25178,565,90
vnm,9370,16744,565,25
vnm,9375,7213,565,12
vnm,9371,13270,565,19
vnm,9373,10723,565,20
vnm,9374,7308,565,25
vnm,9372,7536,565,13
vnm,9369,11077,565,18
vnm,9367,17699,565,22
vnm,9389,12466,566,32
vnm,9381,9752,566,33
vnm,9379,12079,566,30
vnm,9385,8706,566,17
vnm,9382,11120,566,21
vnm,9378,15198,566,38
vnm,9376,12306,566,93
vnm,9391,12342,566,35
vnm,9390,9596,566,26
vnm,9380,21297,566,78
vnm,9388,8744,566,21
vnm,9377,32119,566,77
vnm,9387,9435,566,20
vnm,9386,12134,566,18
vnm,9383,13190,566,38
vnm,9384,8196,566,17
vnm,9228,46397,555,842
vnm,9232,45663,555,288
vnm,9225,99175,555,630
vnm,9227,78340,555,493
vnm,9231,33317,555,199
vnm,9229,52985,555,305
vnm,9233,60768,555,471
vnm,9224,59032,555,607
vnm,9223,54091,555,1121
vnm,9226,46736,555,574
vnm,9230,41861,555,317
vnm,9342,184,563,149
vnm,9345,499,563,301
vnm,9337,35695,563,1048
vnm,9338,18576,563,185
vnm,9341,5098,563,191
vnm,9339,25943,563,356
vnm,9340,27368,563,183
vnm,9343,19427,563,594
vnm,9344,22971,563,1020
vnm,9336,22499,563,325
vnm,9346,720,563,131
vnm,9360,13670,564,18
vnm,9355,9083,564,18
vnm,9351,22212,564,47
vnm,9350,12355,564,17
vnm,9352,6929,564,14
vnm,9349,16197,564,27
vnm,9359,11365,564,18
vnm,9358,10553,564,18
vnm,9356,18825,564,38
vnm,9357,14327,564,31
vnm,9353,7016,564,103
vnm,9348,12936,564,101
vnm,9347,16394,564,42
vnm,9354,17396,564,45
vnm,9406,12135,567,22
vnm,9397,9494,567,12
vnm,9392,6331,567,30
vnm,9393,11204,567,35
vnm,9400,14811,567,20
vnm,9405,12333,567,18
vnm,9403,19804,567,37
vnm,9399,9777,567,44
vnm,9404,10785,567,19
vnm,9402,10881,567,25
vnm,9401,15249,567,31
vnm,9398,5062,567,17
vnm,9395,10525,567,21
vnm,9396,15180,567,19
vnm,9394,10399,567,10
vnm,9415,17085,568,39
vnm,9420,6953,568,24
vnm,9416,11487,568,36
vnm,9410,5615,568,47
vnm,9421,8767,568,26
vnm,9417,12479,568,32
vnm,9413,9576,568,22
vnm,9411,15604,568,34
vnm,9409,7603,568,22
vnm,9407,10054,568,44
vnm,9418,10693,568,23
vnm,9419,7859,568,21
vnm,9414,11697,568,31
vnm,9412,7804,568,27
vnm,9408,14644,568,44
vnm,9430,9818,569,28
vnm,9435,25119,569,174
vnm,9428,25316,569,110
vnm,9426,24901,569,83
vnm,9423,24818,569,101
vnm,9422,20564,569,50
vnm,9429,7448,569,30
vnm,9433,8952,569,21
vnm,9431,12519,569,25
vnm,9427,12772,569,29
vnm,9425,13406,569,35
vnm,9434,11578,569,37
vnm,9432,22227,569,48
vnm,9424,12639,569,31
vnm,9466,35924,572,168
vnm,9471,31878,572,321
vnm,9468,45841,572,532
vnm,9465,44006,572,212
vnm,9464,35711,572,95
vnm,9470,25960,572,391
vnm,9469,34613,572,414
vnm,9467,27214,572,88
vnm,9462,43913,572,618
vnm,9463,31320,572,101
vnm,9438,22944,570,38
vnm,9442,15352,570,26
vnm,9440,7026,570,25
vnm,9445,16403,570,25
vnm,9444,8453,570,17
vnm,9447,19219,570,36
vnm,9449,42942,570,89
vnm,9450,50068,570,344
vnm,9437,21246,570,58
vnm,9439,25726,570,49
vnm,9443,46347,570,150
vnm,9446,44743,570,163
vnm,9448,33243,570,132
vnm,9451,37534,570,488
vnm,9436,10732,570,17
vnm,9441,20173,570,33
vnm,9249,25180,557,257
vnm,9246,23326,557,1493
vnm,9255,11753,557,1828
vnm,9247,35233,557,1277
vnm,9256,25475,557,1024
vnm,9258,22100,557,1206
vnm,9257,15656,557,102
vnm,9253,26767,557,263
vnm,9252,64757,557,657
vnm,9248,37691,557,522
vnm,9250,46332,557,455
vnm,9251,37216,557,601
vnm,9254,23354,557,901
vnm,9299,12062,560,42
vnm,9304,47431,560,100
vnm,9301,28528,560,70
vnm,9297,39716,560,157
vnm,9298,57231,560,157
vnm,9308,26373,560,92
vnm,9309,65404,560,1322
vnm,9295,34031,560,237
vnm,9300,17905,560,26
vnm,9296,30915,560,124
vnm,9303,18731,560,30
vnm,9305,26521,560,66
vnm,9302,15723,560,58
vnm,9306,18955,560,46
vnm,9307,30867,560,60
vnm,9319,29732,561,132
vnm,9318,33639,561,112
vnm,9316,43831,561,142
vnm,9315,54582,561,134
vnm,9317,42520,561,107
vnm,9312,41599,561,269
vnm,9313,64641,561,198
vnm,9310,42762,561,130
vnm,9320,27510,561,141
vnm,9314,37288,561,119
vnm,9311,60682,561,411
vnm,9235,77638,556,624
vnm,9244,14773,556,147
vnm,9240,100706,556,663
vnm,9239,63140,556,758
vnm,9241,30427,556,162
vnm,9243,43234,556,313
vnm,9242,22973,556,163
vnm,9236,64409,556,824
vnm,9234,61501,556,458
