iso,SID,P_2019,GR_SID,area
vnm,8630,12727,503,8184
vnm,8623,13718,503,11446
vnm,8620,3141,503,14058
vnm,8624,3941,503,3223
vnm,8625,7250,503,15868
vnm,8617,19389,503,8693
vnm,8629,15063,503,9728
vnm,8628,3499,503,3127
vnm,8652,9096,506,2210
vnm,8662,1790,506,10618
vnm,8660,2467,506,1260
vnm,8655,3909,506,3115
vnm,8657,919,506,1667
vnm,8656,1977,506,2312
vnm,8659,6680,506,1917
vnm,8654,2615,506,17281
vnm,8661,1601,506,767
vnm,8653,2645,506,6255
vnm,8658,1205,506,1634
vnm,8631,4171,504,4900
vnm,8633,1013,504,10171
vnm,8636,3043,504,2624
vnm,8637,3697,504,10955
vnm,8635,1231,504,5314
vnm,8639,1725,504,4599
vnm,8634,3240,504,5124
vnm,8632,8830,504,2952
vnm,8638,3862,504,2447
vnm,8640,2839,504,9552
vnm,8642,3668,505,8075
vnm,8650,4205,505,4386
vnm,8646,2548,505,3223
vnm,8651,2032,505,6116
vnm,8641,15642,505,2927
vnm,8649,1548,505,500
vnm,8647,1865,505,2746
vnm,8644,3635,505,11901
vnm,8645,2141,505,7333
vnm,8643,3506,505,10230
vnm,8648,2174,505,3862
vnm,8587,7212,501,1954
vnm,8596,10679,501,6482
vnm,8594,5246,501,19986
vnm,8584,12428,501,7343
vnm,8586,16554,501,3434
vnm,8585,12579,501,4366
vnm,8583,46775,501,4257
vnm,8588,9138,501,3963
vnm,8592,13005,501,16209
vnm,8597,4942,501,3927
vnm,8591,21410,501,11974
vnm,8595,4015,501,4418
vnm,8593,6462,501,10740
vnm,8589,9763,501,2670
vnm,8590,5494,501,2530
vnm,8521,6446,495,135
vnm,8525,13889,495,1628
vnm,8526,11153,495,1973
vnm,8518,9553,495,1443
vnm,8520,15670,495,142
vnm,8527,17871,495,3220
vnm,8524,22924,495,3050
vnm,8523,14658,495,4092
vnm,8522,18692,495,205
vnm,8516,19840,495,4073
vnm,8517,26909,495,2049
vnm,8519,21007,495,537
vnm,8529,5194,495,5456
vnm,8530,5328,495,6546
vnm,8528,6755,495,7457
vnm,8531,6256,495,4148
vnm,8560,8320,497,6178
vnm,8548,3409,497,5858
vnm,8549,4538,497,6676
vnm,8555,7768,497,9979
vnm,8547,8377,497,17168
vnm,8554,7622,497,28301
vnm,8559,6282,497,12858
vnm,8556,7576,497,15463
vnm,8610,7349,502,27232
vnm,8598,24740,502,2048
vnm,8605,10353,502,3915
vnm,8607,13892,502,6309
vnm,8599,3552,502,8927
vnm,8616,3157,502,17111
vnm,8604,11019,502,5535
vnm,8609,6211,502,14493
vnm,8614,8625,502,13027
vnm,8613,8082,502,5148
vnm,8611,8972,502,2544
vnm,8612,2951,502,2230
vnm,8608,9585,502,10070
vnm,8615,3042,502,14300
vnm,8606,6749,502,33021
vnm,8602,9784,502,5190
vnm,8601,8379,502,7091
vnm,8603,6799,502,3927
vnm,8600,5691,502,6226
vnm,8573,14141,500,15312
vnm,8576,9618,500,3604
vnm,8578,12881,500,10421
vnm,8580,8628,500,4296
vnm,8577,9731,500,2494
vnm,8575,13792,500,12277
vnm,8582,5979,500,10479
vnm,8579,5353,500,1105
vnm,8574,13301,500,2508
vnm,8581,13270,500,8636
vnm,8544,1843,498,40153
vnm,8545,4889,498,28826
vnm,8551,5707,498,29514
vnm,8546,2190,498,22964
vnm,8543,10463,498,4365
vnm,8550,2610,498,29486
vnm,8562,13710,499,8563
vnm,8571,5731,499,5300
vnm,8553,20414,499,4067
vnm,8564,4713,499,4065
vnm,8565,5241,499,2377
vnm,8568,8293,499,3820
vnm,8570,9097,499,5614
vnm,8561,6904,499,5084
vnm,8552,9957,499,2443
vnm,8572,4225,499,2743
vnm,8558,5371,499,9141
vnm,8557,7939,499,20853
vnm,8563,7722,499,12785
vnm,8569,10622,499,3800
vnm,8566,12448,499,14914
vnm,8567,10842,499,4296
vnm,991,4329,61,5329
vnm,990,4861,61,3953
vnm,994,15630,61,9580
vnm,987,9687,61,11615
vnm,988,9156,61,1679
vnm,1000,1544,61,907
vnm,993,7989,61,5344
vnm,1001,10791,61,10664
vnm,996,3255,61,1957
vnm,999,4754,61,2432
vnm,989,4514,61,4241
vnm,992,8525,61,11513
vnm,998,3581,61,4207
vnm,997,11814,61,3651
vnm,995,11597,61,7400
vnm,1016,9459,62,8126
vnm,1011,5093,62,5514
vnm,1006,4093,62,5480
vnm,1010,7257,62,8554
vnm,1019,3163,62,7103
vnm,1018,1902,62,2987
vnm,1017,2971,62,4801
vnm,1012,2633,62,4259
vnm,1004,5468,62,4959
vnm,1002,9287,62,1568
vnm,1008,3444,62,3834
vnm,1003,2433,62,7326
vnm,1009,5724,62,8137
vnm,1014,2393,62,4065
vnm,1005,4619,62,7808
vnm,1007,8277,62,9413
vnm,1013,4403,62,5173
vnm,1015,2378,62,3329
vnm,986,1454,60,3947
vnm,968,1363,60,1870
vnm,976,2392,60,7205
vnm,975,3816,60,2123
vnm,983,6358,60,7698
vnm,966,5371,60,181
vnm,985,2922,60,4487
vnm,979,5927,60,6546
vnm,974,3286,60,4249
vnm,973,1860,60,2116
vnm,967,2634,60,3591
vnm,969,1595,60,2961
vnm,981,2804,60,5314
vnm,982,1793,60,3192
vnm,984,2828,60,7565
vnm,980,3185,60,4406
vnm,978,4390,60,2942
vnm,971,1807,60,3102
vnm,970,2608,60,3070
vnm,977,2942,60,649
vnm,972,3508,60,8303
vnm,917,2421,57,3210
vnm,915,2672,57,6889
vnm,925,6067,57,6649
vnm,923,4132,57,4342
vnm,928,1858,57,3345
vnm,914,5438,57,399
vnm,921,4509,57,9981
vnm,935,4738,57,2428
vnm,922,2259,57,5163
vnm,927,3827,57,2464
vnm,929,2187,57,3337
vnm,926,2258,57,3570
vnm,916,2663,57,6217
vnm,933,1918,57,4972
vnm,919,2200,57,2012
vnm,932,3410,57,3556
vnm,934,3066,57,8102
vnm,931,6214,57,3921
vnm,924,4911,57,9185
vnm,936,1743,57,3186
vnm,918,6244,57,9803
vnm,930,2341,57,18605
vnm,920,5031,57,10697
vnm,909,13432,56,1546
vnm,902,5089,56,437
vnm,905,9332,56,1097
vnm,900,9518,56,120
vnm,911,5627,56,1932
vnm,907,6396,56,1772
vnm,897,12724,56,459
vnm,913,4769,56,3380
vnm,901,16165,56,262
vnm,898,1891,56,374
vnm,910,6954,56,1378
vnm,899,10448,56,559
vnm,903,8633,56,218
vnm,912,6505,56,11161
vnm,906,1621,56,292
vnm,908,4249,56,2436
vnm,904,1487,56,382
vnm,949,6802,58,7224
vnm,952,3667,58,2812
vnm,947,3576,58,4209
vnm,941,3692,58,3777
vnm,950,3118,58,5761
vnm,945,3102,58,3652
vnm,948,5453,58,7492
vnm,940,9585,58,3534
vnm,944,3376,58,2726
vnm,943,3033,58,5909
vnm,937,3708,58,3326
vnm,942,2257,58,3445
vnm,938,3068,58,2698
vnm,951,2789,58,3627
vnm,946,3504,58,4987
vnm,939,2358,58,4315
vnm,1035,3040,63,14506
vnm,1021,2899,63,7103
vnm,1027,2049,63,3841
vnm,1028,3093,63,1093
vnm,1029,4333,63,3680
vnm,1037,1750,63,9078
vnm,1036,1772,63,3164
vnm,1032,2654,63,1140
vnm,1025,5945,63,3248
vnm,1020,10612,63,3077
vnm,1026,4650,63,6923
vnm,1031,2160,63,3670
vnm,1022,3853,63,3028
vnm,1024,3533,63,3429
vnm,1033,4299,63,8430
vnm,1030,1914,63,2699
vnm,1034,2250,63,2535
vnm,1023,4437,63,4908
vnm,955,2378,59,2464
vnm,960,2832,59,2050
vnm,962,1335,59,725
vnm,964,2006,59,1936
vnm,959,2511,59,2520
vnm,958,2103,59,1625
vnm,953,3350,59,2704
vnm,965,2489,59,2833
vnm,963,1830,59,1239
vnm,957,3516,59,3155
vnm,956,5670,59,1849
vnm,961,4528,59,2545
vnm,954,2590,59,3294
vnm,1050,5173,64,6874
vnm,1049,1930,64,6114
vnm,1055,5963,64,13146
vnm,1052,3076,64,3168
vnm,1038,6509,64,821
vnm,1054,4849,64,8249
vnm,1047,3826,64,3550
vnm,1053,3414,64,5980
vnm,1051,4423,64,3640
vnm,1059,4064,64,7655
vnm,1057,5287,64,4352
vnm,1045,3024,64,10712
vnm,1042,1259,64,8636
vnm,1044,1760,64,4760
vnm,1056,3094,64,17184
vnm,1060,3008,64,21529
vnm,1048,1244,64,21505
vnm,1041,3392,64,7052
vnm,1046,3905,64,3807
vnm,1043,4045,64,4520
vnm,1058,2307,64,7537
vnm,1039,2324,64,1207
vnm,1040,10578,64,6075
vnm,9648,13391,587,2737
vnm,9641,26801,587,957
vnm,9649,6246,587,2575
vnm,9652,14599,587,1433
vnm,9643,8015,587,1872
vnm,9645,12132,587,3453
vnm,9650,17803,587,1088
vnm,9655,13331,587,1626
vnm,9654,15594,587,894
vnm,9647,10774,587,2047
vnm,9646,1594,587,1746
vnm,9653,12678,587,1476
vnm,9644,5908,587,3419
vnm,9642,8181,587,5670
vnm,9651,13686,587,1346
vnm,9680,13306,590,601
vnm,9686,8240,590,998
vnm,9683,13665,590,1224
vnm,9692,12508,590,1359
vnm,9695,10608,590,869
vnm,9685,8320,590,923
vnm,9682,8908,590,909
vnm,9687,8354,590,1469
vnm,9681,15811,590,1082
vnm,9689,12125,590,1461
vnm,9694,14182,590,1878
vnm,9691,8435,590,1619
vnm,9684,11080,590,1338
vnm,9693,7407,590,801
vnm,9696,11358,590,586
vnm,9690,11550,590,1995
vnm,9688,10727,590,1584
vnm,9697,10471,591,124
vnm,9712,13191,591,1248
vnm,9710,8134,591,1048
vnm,9700,13727,591,1721
vnm,9711,6141,591,763
vnm,9699,17316,591,941
vnm,9703,15925,591,1380
vnm,9702,12636,591,1116
vnm,9704,13595,591,1147
vnm,9705,11094,591,1191
vnm,9698,15654,591,1200
vnm,9709,7491,591,859
vnm,9708,9216,591,784
vnm,9701,21542,591,1000
vnm,9713,15212,591,1848
vnm,9707,9413,591,1149
vnm,9706,13406,591,1159
vnm,9724,12689,592,2061
vnm,9715,6704,592,767
vnm,9723,5585,592,811
vnm,9720,8198,592,1546
vnm,9716,6708,592,1103
vnm,9725,7882,592,1128
vnm,9717,8044,592,1455
vnm,9721,8159,592,1528
vnm,9714,6511,592,412
vnm,9722,13113,592,2070
vnm,9726,6444,592,569
vnm,9719,12236,592,1398
vnm,9718,6913,592,993
vnm,9625,9301,586,2072
vnm,9626,9639,586,2369
vnm,9623,13807,586,864
vnm,9638,33119,586,2873
vnm,9639,47411,586,2626
vnm,9633,18683,586,2564
vnm,9630,15801,586,2952
vnm,9629,11639,586,2166
vnm,9621,15394,586,1369
vnm,9640,11839,586,3740
vnm,9622,7330,586,1079
vnm,9628,10489,586,2059
vnm,9635,12204,586,1781
vnm,9637,9432,586,1778
vnm,9634,10356,586,3219
vnm,9624,15133,586,1993
vnm,9632,13364,586,3659
vnm,9636,26354,586,1994
vnm,9627,13047,586,4048
vnm,9631,9884,586,3168
vnm,9617,8461,585,4084
vnm,9618,1816,585,3688
vnm,9619,7321,585,8102
vnm,9616,3519,585,3086
vnm,9610,5751,585,931
vnm,9620,2024,585,4842
vnm,9611,5551,585,4488
vnm,9613,10662,585,6139
vnm,9612,7027,585,4695
vnm,9615,7120,585,3723
vnm,9614,6092,585,5651
vnm,9574,7478,579,3743
vnm,9576,2441,579,1437
vnm,9571,8185,579,795
vnm,9572,7354,579,1148
vnm,9579,3211,579,827
vnm,9583,4971,579,7292
vnm,9573,2799,579,3744
vnm,9578,6764,579,3648
vnm,9581,3949,582,3772
vnm,9575,4488,582,5167
vnm,9580,3915,582,4165
vnm,9582,4350,582,5314
vnm,9577,2587,582,5576
vnm,9584,5262,582,5303
vnm,9585,3425,582,3839
vnm,9548,6304,578,773
vnm,9546,7313,578,657
vnm,9543,7532,578,868
vnm,9547,7582,578,505
vnm,9545,11524,578,1315
vnm,9544,7601,578,990
vnm,9539,7805,578,48
vnm,9536,13682,578,142
vnm,9540,16411,578,336
vnm,9537,16663,578,596
vnm,9535,12120,578,704
vnm,9542,14595,578,796
vnm,9541,7730,578,481
vnm,9538,6770,578,749
vnm,9552,4769,580,4070
vnm,9551,6211,580,4711
vnm,9550,3066,580,5379
vnm,9554,2821,580,3876
vnm,9549,5318,580,628
vnm,9553,2651,580,6202
vnm,9560,3294,580,4614
vnm,9559,2907,580,7001
vnm,9556,3691,580,3230
vnm,9558,3722,580,3967
vnm,9557,3928,580,5778
vnm,9555,4953,580,5143
vnm,9587,3785,583,3581
vnm,9591,6742,583,2831
vnm,9588,6078,583,5241
vnm,9593,4697,583,3760
vnm,9592,2840,583,3456
vnm,9589,5946,583,4441
vnm,9597,9019,583,4410
vnm,9595,3242,583,3212
vnm,9598,7994,583,5501
vnm,9590,6830,583,5232
vnm,9596,7180,583,3224
vnm,9586,6064,583,772
vnm,9594,6539,583,3257
vnm,9671,6550,589,1051
vnm,9676,6608,589,907
vnm,9677,4467,589,771
vnm,9674,5460,589,1057
vnm,9678,6927,589,1305
vnm,9673,6025,589,1055
vnm,9670,4338,589,782
vnm,9679,7181,589,1057
vnm,9672,6281,589,1036
vnm,9675,6490,589,1310
vnm,9669,5756,589,596
vnm,9608,6342,584,3532
vnm,9600,3467,584,5234
vnm,9607,4377,584,4286
vnm,9609,3354,584,7032
vnm,9599,6302,584,1221
vnm,9603,4560,584,3485
vnm,9602,7672,584,9003
vnm,9605,5419,584,5135
vnm,9606,4852,584,4066
vnm,9601,2611,584,6598
vnm,9604,6712,584,3813
vnm,9662,7509,588,1173
vnm,9665,10570,588,1317
vnm,9657,4764,588,3780
vnm,9667,833,588,5080
vnm,9659,5142,588,4010
vnm,9664,9144,588,2182
vnm,9660,6839,588,1869
vnm,9666,8862,588,1319
vnm,9661,6727,588,1877
vnm,9663,15971,588,1469
vnm,9668,842,588,4446
vnm,9658,6166,588,4596
vnm,9656,14390,588,980
vnm,9562,4584,581,5300
vnm,9563,4788,581,6114
vnm,9566,5234,581,3984
vnm,9564,3839,581,4272
vnm,9569,4264,581,5417
vnm,9570,4277,581,4823
vnm,9567,3012,581,2548
vnm,9561,9564,581,534
vnm,9568,4369,581,3833
vnm,9565,5742,581,6474
vnm,4841,6188,263,603
vnm,4829,6898,263,770
vnm,4833,8540,263,1145
vnm,4835,7000,263,809
vnm,4840,5850,263,596
vnm,4831,7263,263,761
vnm,4824,5467,263,889
vnm,4834,8132,263,984
vnm,4842,6666,263,723
vnm,4832,6738,263,746
vnm,4843,6838,263,579
vnm,4836,5234,263,573
vnm,4839,9105,263,1065
vnm,4827,5193,263,770
vnm,4826,8056,263,2098
vnm,4830,11401,263,970
vnm,4838,7940,263,920
vnm,4837,7345,263,747
vnm,4825,12386,263,1533
vnm,4828,7739,263,721
vnm,4822,6043,263,235
vnm,4823,8983,263,694
vnm,4845,6448,264,233
vnm,4867,4964,264,748
vnm,4851,13031,264,812
vnm,4853,5593,264,481
vnm,4876,5637,264,884
vnm,4874,4740,264,306
vnm,4872,5892,264,826
vnm,4862,6750,264,792
vnm,4859,11561,264,1269
vnm,4871,4439,264,646
vnm,4856,5642,264,501
vnm,4878,7974,264,833
vnm,4852,9673,264,752
vnm,4860,6206,264,798
vnm,4857,6778,264,714
vnm,4869,10173,264,638
vnm,4850,16804,264,992
vnm,4847,7296,264,804
vnm,4873,6077,264,966
vnm,4866,6153,264,951
vnm,4870,8319,264,913
vnm,4854,5464,264,665
vnm,4858,6869,264,597
vnm,4861,6383,264,1025
vnm,4863,7437,264,924
vnm,4864,6024,264,620
vnm,4868,6145,264,776
vnm,4855,6016,264,605
vnm,4865,4006,264,612
vnm,4877,5175,264,155
vnm,4848,10885,264,762
vnm,4849,9116,264,391
vnm,4875,7319,264,581
vnm,4846,13405,264,1421
vnm,4844,5186,264,185
vnm,4676,7596,256,1015
vnm,4682,6536,256,622
vnm,4675,4965,256,619
vnm,4681,8253,256,726
vnm,4680,11033,256,954
vnm,4678,8340,256,889
vnm,4684,4069,256,629
vnm,4685,4176,256,703
vnm,4683,6176,256,1058
vnm,4677,5152,256,727
vnm,4679,5241,256,745
vnm,4657,4662,255,30
vnm,4655,12349,255,77
vnm,4669,5609,255,138
vnm,4650,14135,255,70
vnm,4673,8409,255,395
vnm,4667,12591,255,332
vnm,4670,11601,255,786
vnm,4668,16680,255,521
vnm,4672,20760,255,751
vnm,4671,8438,255,647
vnm,4674,7070,255,635
vnm,4663,9642,255,76
vnm,4660,4034,255,39
vnm,4656,4720,255,26
vnm,4659,6257,255,35
vnm,4654,8008,255,33
vnm,4666,6888,255,72
vnm,4662,7481,255,58
vnm,4661,4541,255,39
vnm,4665,8968,255,86
vnm,4651,11489,255,65
vnm,4658,11774,255,84
vnm,4652,6103,255,58
vnm,4653,8561,255,60
vnm,4664,10577,255,65
vnm,4776,8880,260,1105
vnm,4777,10109,260,1786
vnm,4763,11930,260,1142
vnm,4767,11783,260,1277
vnm,4769,8578,260,946
vnm,4773,9578,260,701
vnm,4761,17544,260,807
vnm,4779,4935,260,804
vnm,4770,8664,260,939
vnm,4772,5712,260,561
vnm,4771,6980,260,701
vnm,4775,7958,260,952
vnm,4762,5997,260,533
vnm,4765,7050,260,1001
vnm,4780,9255,260,1019
vnm,4774,10455,260,832
vnm,4778,10172,260,1177
vnm,4766,4531,260,493
vnm,4764,10625,260,1162
vnm,4768,9704,260,1293
vnm,4742,7787,259,1075
vnm,4736,6971,259,478
vnm,4760,6444,259,521
vnm,4750,3959,259,675
vnm,4743,7565,259,870
vnm,4738,6198,259,675
vnm,4758,12497,259,1355
vnm,4747,8100,259,1005
vnm,4753,5647,259,843
vnm,4746,8412,259,1186
vnm,4757,4405,259,652
vnm,4754,5689,259,732
vnm,4740,4664,259,540
vnm,4748,6922,259,1099
vnm,4749,7251,259,1201
vnm,4759,1664,259,168
vnm,4745,14734,259,1406
vnm,4752,4654,259,783
vnm,4756,6524,259,706
vnm,4739,7632,259,970
vnm,4741,7971,259,945
vnm,4755,5603,259,894
vnm,4744,8202,259,737
vnm,4751,5316,259,591
vnm,4737,8747,259,1033
vnm,4781,11020,261,531
vnm,4791,13276,261,975
vnm,4785,10945,261,995
vnm,4782,14157,261,933
vnm,4783,4559,261,455
vnm,4797,7528,261,895
vnm,4796,11527,261,1079
vnm,4788,6867,261,745
vnm,4789,4328,261,641
vnm,4800,9208,261,723
vnm,4793,4075,261,581
vnm,4795,4232,261,606
vnm,4790,4583,261,703
vnm,4801,7035,261,747
vnm,4799,6950,261,1014
vnm,4792,4934,261,618
vnm,4794,6861,261,594
vnm,4786,5399,261,694
vnm,4784,14548,261,925
vnm,4787,10350,261,949
vnm,4693,4968,257,881
vnm,4691,7283,257,1169
vnm,4701,9464,257,1502
vnm,4686,7195,257,589
vnm,4690,6162,257,1070
vnm,4688,7117,257,1477
vnm,4699,9081,257,1166
vnm,4697,8812,257,1237
vnm,4700,9674,257,1242
vnm,4696,4599,257,826
vnm,4687,6999,257,1153
vnm,4695,5733,257,572
vnm,4702,5849,257,838
vnm,4689,4983,257,1135
vnm,4692,5320,257,437
vnm,4698,14123,257,1324
vnm,4694,5652,257,595
vnm,4703,5951,257,779
vnm,4814,10199,262,831
vnm,4812,5814,262,391
vnm,4803,3787,262,561
vnm,4808,4655,262,616
vnm,4804,13268,262,1203
vnm,4821,6119,262,640
vnm,4818,8063,262,440
vnm,4811,6857,262,587
vnm,4820,12611,262,1098
vnm,4807,7212,262,743
vnm,4815,8342,262,815
vnm,4813,5650,262,343
vnm,4809,5661,262,890
vnm,4810,3534,262,429
vnm,4805,5044,262,475
vnm,4806,3418,262,527
vnm,4819,12116,262,432
vnm,4802,8383,262,669
vnm,4816,7009,262,268
vnm,4817,9673,262,795
vnm,4704,10652,258,603
vnm,4731,9111,258,1215
vnm,4714,7524,258,1080
vnm,4713,6197,258,992
vnm,4729,8747,258,1025
vnm,4732,11809,258,1268
vnm,4717,7907,258,877
vnm,4724,5245,258,867
vnm,4719,3999,258,761
vnm,4733,5562,258,848
vnm,4720,5286,258,726
vnm,4730,8351,258,883
vnm,4708,5446,258,1010
vnm,4723,6443,258,1014
vnm,4716,5100,258,707
vnm,4711,4098,258,854
vnm,4710,4293,258,590
vnm,4734,9012,258,945
vnm,4722,11923,258,1020
vnm,4721,5952,258,950
vnm,4715,7096,258,701
vnm,4728,7256,258,827
vnm,4712,5490,258,693
vnm,4725,4378,258,756
vnm,4707,5121,258,999
vnm,4727,10834,258,1076
vnm,4709,6893,258,879
vnm,4706,3289,258,711
vnm,4726,12126,258,1076
vnm,4735,11680,258,1281
vnm,4705,5406,258,1200
vnm,4718,3664,258,230
vnm,5885,5306,312,318
vnm,5888,4060,312,3054
vnm,5892,5946,312,3525
vnm,5905,5196,312,3499
vnm,5890,7457,312,2626
vnm,5893,7965,312,4960
vnm,5899,5003,312,2109
vnm,5895,7310,312,3331
vnm,5891,4258,312,2399
vnm,5903,3925,312,1618
vnm,5898,5362,312,2833
vnm,5904,7636,312,2164
vnm,5902,7389,312,2800
vnm,5901,8880,312,18335
vnm,5889,2772,312,1288
vnm,5896,4976,312,2370
vnm,5900,3041,312,635
vnm,5886,3580,312,5200
vnm,5887,3390,312,1805
vnm,5894,9207,312,3614
vnm,5897,3422,312,2233
vnm,5683,9645,301,218
vnm,5682,5544,301,526
vnm,5684,7673,301,1125
vnm,5680,11803,301,155
vnm,5685,5693,301,444
vnm,5679,9143,301,139
vnm,5681,5661,301,102
vnm,5859,6078,310,3146
vnm,5851,4125,310,22557
vnm,5853,2837,310,7338
vnm,5857,6301,310,54073
vnm,5858,6438,310,9072
vnm,5850,5545,310,211
vnm,5855,3918,310,12256
vnm,5852,4882,310,12667
vnm,5861,8039,310,15223
vnm,5856,5666,310,8813
vnm,5862,9271,310,50292
vnm,5854,5909,310,11807
vnm,5860,5599,310,6403
vnm,5943,5399,313,1003
vnm,5925,11508,313,257
vnm,5934,4063,313,543
vnm,5935,7241,313,762
vnm,5906,6758,313,104
vnm,5924,5551,313,559
vnm,5908,8535,313,1544
vnm,5926,8079,313,541
vnm,5916,8901,313,551
vnm,5914,11896,313,619
vnm,5930,4934,313,432
vnm,5911,7052,313,973
vnm,5912,5401,313,638
vnm,5921,10956,313,662
vnm,5920,10519,313,602
vnm,5941,6296,313,907
vnm,5940,5934,313,1829
vnm,5907,14479,313,3668
vnm,5918,6511,313,845
vnm,5913,6134,313,535
vnm,5933,2788,313,484
vnm,5927,14617,313,253
vnm,5929,6924,313,697
vnm,5915,4983,313,480
vnm,5944,8403,313,3816
vnm,5932,4877,313,461
vnm,5928,4822,313,483
vnm,5937,7788,313,612
vnm,5938,4948,313,1100
vnm,5936,12535,313,1005
vnm,5939,7758,313,967
vnm,5923,6944,313,765
vnm,5931,11233,313,657
vnm,5917,6507,313,477
vnm,5909,10158,313,935
vnm,5942,10965,313,1460
vnm,5919,7841,313,388
vnm,5922,5902,313,444
vnm,5910,14216,313,1511
vnm,5992,4616,315,497
vnm,5988,4119,315,951
vnm,5990,3429,315,1513
vnm,6016,9910,315,2960
vnm,5996,5746,315,400
vnm,6002,7936,315,424
vnm,5984,9970,315,551
vnm,5997,6706,315,980
vnm,5985,8571,315,2706
vnm,5986,3996,315,2301
vnm,5989,3788,315,1822
vnm,6013,7857,315,1424
vnm,5995,6830,315,1677
vnm,6003,4015,315,566
vnm,5987,6316,315,2045
vnm,5999,6110,315,453
vnm,6014,5864,315,2055
vnm,6010,8068,315,863
vnm,5998,5771,315,1628
vnm,5991,3373,315,423
vnm,6012,6094,315,1396
vnm,6006,5927,315,1052
vnm,6004,6398,315,714
vnm,6007,5671,315,962
vnm,6005,6722,315,1145
vnm,6011,5383,315,776
vnm,5994,8663,315,1916
vnm,5993,10319,315,1022
vnm,6015,10758,315,2168
vnm,6008,5431,315,851
vnm,6001,4893,315,594
vnm,6009,6804,315,1174
vnm,6000,5688,315,512
vnm,5816,9381,320,1225
vnm,5817,6681,320,543
vnm,5812,11907,320,2466
vnm,5810,10197,320,2541
vnm,5820,6806,320,800
vnm,5819,17603,320,222
vnm,5811,10769,320,1445
vnm,5813,9017,320,2633
vnm,5809,15734,320,4666
vnm,5818,14774,320,1747
vnm,6133,4431,319,566
vnm,6121,8347,319,1181
vnm,6137,1753,319,206
vnm,6127,4117,319,554
vnm,6138,3594,319,733
vnm,6124,7219,319,705
vnm,6130,5816,319,483
vnm,6122,4567,319,572
vnm,6115,9538,319,840
vnm,6135,3373,319,604
vnm,6136,2853,319,323
vnm,6129,4340,319,645
vnm,6126,4182,319,570
vnm,6119,11615,319,2229
vnm,6128,3842,319,512
vnm,6123,4966,319,490
vnm,6125,5085,319,678
vnm,6131,3166,319,432
vnm,6116,9946,319,969
vnm,6132,3214,319,325
vnm,6134,4256,319,449
vnm,6117,7412,319,2342
vnm,6118,5711,319,1022
vnm,5721,3711,305,7539
vnm,5723,2219,305,9866
vnm,5714,4881,305,6951
vnm,5726,6545,305,14870
vnm,5716,1731,305,11903
vnm,5728,5173,305,9109
vnm,5724,2826,305,5908
vnm,5717,4451,305,13671
vnm,5715,4551,305,9910
vnm,5713,5453,305,33201
vnm,5730,2508,305,11483
vnm,5718,4731,305,17506
vnm,5727,3141,305,15098
vnm,5712,2885,305,196
vnm,5720,4517,305,11192
vnm,5732,2271,305,17546
vnm,5719,2219,305,7339
vnm,5731,5709,305,24618
vnm,5722,3333,305,7506
vnm,5725,4901,305,7805
vnm,5729,1655,305,14432
vnm,6107,4604,318,764
vnm,6102,8755,318,1134
vnm,6110,12158,318,3405
vnm,6105,12852,318,1747
vnm,6095,8365,318,1584
vnm,6109,6282,318,832
vnm,6112,5255,318,790
vnm,6091,6938,318,180
vnm,6100,7110,318,1312
vnm,6092,3981,318,2488
vnm,6114,8547,318,2299
vnm,6106,6285,318,1690
vnm,6099,6173,318,1201
vnm,6093,4420,318,1465
vnm,6111,2724,318,547
vnm,6104,3990,318,1353
vnm,6097,4190,318,1324
vnm,6094,8377,318,2443
vnm,6103,1937,318,659
vnm,6113,6277,318,908
vnm,6096,6354,318,1520
vnm,6098,13093,318,1512
vnm,6101,6610,318,719
vnm,6108,7930,318,1084
vnm,6076,5060,317,1403
vnm,6077,5724,317,2755
vnm,6062,4999,317,1808
vnm,6081,8535,317,791
vnm,6072,3954,317,387
vnm,6073,6380,317,519
vnm,6061,5372,317,1497
vnm,6074,5240,317,479
vnm,6066,12672,317,3820
vnm,6064,9269,317,2696
vnm,6070,7342,317,869
vnm,6067,4689,317,1217
vnm,6082,9341,317,1274
vnm,6068,7902,317,1721
vnm,6065,6288,317,655
vnm,6078,6565,317,853
vnm,6075,5364,317,681
vnm,6090,9538,317,862
vnm,6063,6243,317,423
vnm,6069,7393,317,820
vnm,6060,4309,317,1052
vnm,6080,6081,317,1084
vnm,6079,9157,317,957
vnm,6085,8580,317,1151
vnm,6058,11611,317,3727
vnm,6071,5617,317,687
vnm,6083,10068,317,685
vnm,6059,8292,317,2863
vnm,6087,8957,317,594
vnm,6057,6101,317,495
vnm,5782,7968,307,1559
vnm,5759,3549,307,2160
vnm,5781,5285,307,3738
vnm,5752,5513,307,1429
vnm,5764,4803,307,1950
vnm,5767,9201,307,2980
vnm,5772,2972,307,1873
vnm,5763,6452,307,1821
vnm,5785,9209,307,3034
vnm,5755,3137,307,4328
vnm,5784,17673,307,6097
vnm,5758,4163,307,3065
vnm,5756,7764,307,3361
vnm,5773,4090,307,1002
vnm,5783,3635,307,1505
vnm,5753,7577,307,14236
vnm,5761,3582,307,1477
vnm,5762,2732,307,1777
vnm,5757,4017,307,1764
vnm,5768,2452,307,1113
vnm,5769,2736,307,731
vnm,5765,4144,307,949
vnm,5760,3203,307,2811
vnm,5766,7269,307,2441
vnm,5754,6653,307,4172
vnm,5699,6299,303,13772
vnm,5693,4099,303,7424
